identifier,logFC,AveExpr,t_stat,P.Value,adj.P.Val,B,gene_name,symbol
APOA4~P06727,-0.5500234886874615,23.01512889366999,-3.2047533224786933,0.0030730948112772903,0.016817629411646554,-2.1347835573886957,APOA4,APOA4
CD163~F5GZZ9,-0.7448862331693551,13.972748610250063,-3.203096057789451,0.003086447107872569,0.016817629411646554,-2.1388309688221803,CD163,CD163
CPN2~P22792,-0.6250913988363216,15.29834923948894,-3.2003382897937915,0.003108788826526888,0.016843663755024215,-2.1455637301629995,CPN2,CPN2
DSG2~Q14126,-0.6641385796985091,12.764653384670613,-3.197588813416796,0.0031312170150374764,0.016869871446185056,-2.1522733520014823,DSG2,DSG2
APOE~P02649,-1.0969887260334517,17.787325437305867,-3.193919405308286,0.003161390030811331,0.016937279550547857,-2.1612233940249777,APOE,APOE
SAR1A~Q9NR31,3.4626199558285276,9.017196567882856,3.1739205775564536,0.0033307755023212282,0.017745631704033656,-2.2099112528725415,SAR1A,SAR1A
SERPINA3~P01011,-0.3512611130444192,21.948068941151277,-3.171608632104168,0.0033509062136408774,0.017754248944097245,-2.2155297719504192,SERPINA3,SERPINA3
ENDOD1~O94919,2.3023949673233712,8.24412241540866,3.1452360977974174,0.0035889006814297728,0.018910745898303032,-2.2794725752719485,ENDOD1,ENDOD1
CAPN1~P07384,3.3591741891721627,9.291973588282607,3.1427658531443967,0.0036119997040663463,0.01892845746557173,-2.2854478914234377,CAPN1,CAPN1
IGHV3-9~P01782,-0.7424049136974062,18.076817767931974,-3.118936339638771,0.003842216316414959,0.020025464388271446,-2.3429647089275427,IGHV3-9,IGHV3-9
FASN~A0A0U1RQF0,2.2056347490025363,10.151487701587032,3.1152877683134985,0.003878674607990248,0.020106210535473772,-2.3517511069280603,FASN,FASN
TUBB~P07437,0.9033165945135053,12.733832351296682,3.1097147030581254,0.003934999195579762,0.020288517357854797,-2.3651616577250936,TUBB,TUBB
RPL7~A8MUD9,2.145793002129425,9.566742288543322,3.0866423184476863,0.0041765631876483,0.02141884543826053,-2.4205469132922612,RPL7,RPL7
ABI3BP~D3YTG3,-0.5583358282216739,11.875684846440224,-3.075696384957738,0.004296031704713059,0.021914331940530978,-2.4467464292200534,ABI3BP,ABI3BP
CACNA2D1~P54289,-0.5973664162925765,12.775326119421154,-3.07083606323849,0.004350113237591352,0.022072796798148712,-2.4583639547690757,CACNA2D1,CACNA2D1
CTTN~Q14247,0.9359567996567275,14.1127712592978,3.053867060038062,0.004544040400208894,0.02293544602000173,-2.4988477195523258,CTTN,CTTN
PGK1~P00558,1.1774424576352658,14.110971878202609,3.0512617433260405,0.0045745314430863954,0.02296845892104635,-2.5050527115834003,PGK1,PGK1
DDT~J3KQ18,1.037922275336614,12.445121602650458,3.0442359405486683,0.004657727254793014,0.02326437727784636,-2.5217716331044846,DDT,DDT
GDI2~P50395,2.8048788047770525,8.33567233373674,3.025400899031243,0.004887896052711086,0.024287524945854566,-2.566489653321428,GDI2,GDI2
RPL4~H3BM89,3.5619705978435565,9.32726850028318,3.0088429919716795,0.005099098396492729,0.02520636784658004,-2.6056767180925933,RPL4,RPL4
CAP1~Q01518,1.9381625169481715,12.194808392722964,2.997547162228954,0.0052481063437748755,0.025809917865026184,-2.6323426884145844,CAP1,CAP1
RPL7A~P62424,0.715172442529262,12.692305150311883,2.982802172641833,0.005448817528931784,0.026660285766559086,-2.6670679965353683,RPL7A,RPL7A
ALB~P02768,-0.6293230215514392,24.766182922749714,-2.9799367165169968,0.0054886555165699555,0.026718886499444608,-2.6738053349861874,ALB,ALB
TXN~P10599,0.9272332474156357,13.868539227526501,2.975181013725114,0.005555381503410553,0.026907125564498587,-2.6849791545159656,TXN,TXN
SH3BGRL~O75368,3.8251452823012437,9.290947089892427,2.9722091222008618,0.005597467712180693,0.02697473133658937,-2.6919567709587118,SH3BGRL,SH3BGRL
TFRC~A0A8V8TLM6,-0.6111614729813422,14.887669148021219,-2.968666414293322,0.005648031067362845,0.027082308968004842,-2.700269526994422,TFRC,TFRC
AFM~P43652,-0.4866693842137657,21.04482181934214,-2.962249789134233,0.005740712662786598,0.02738976837618084,-2.7153117062846146,AFM,AFM
MCAM~P43121,-0.45283996170511287,12.49876327669857,-2.944524330179298,0.006004257833417224,0.028505362684391675,-2.7567700168015343,MCAM,MCAM
HRG~P04196,1.099875270830145,16.318731372618473,2.9390887690541,0.006087335162143055,0.028753157075659525,-2.7694553319056667,HRG,HRG
RAB7A~A0A6Q8PG52,2.9842508296088166,8.423074669337012,2.9372025243494226,0.006116417146438523,0.028753157075659525,-2.7738542960780537,RAB7A,RAB7A
PRDX6~P30041,1.17751833773187,14.315247573256212,2.921960668465555,0.006356268170936199,0.029734932565501537,-2.8093416876674278,PRDX6,PRDX6
EEF1G~P26641,2.1080225093030673,10.206651927288648,2.8925891802165182,0.006843668476523291,0.031859602276630275,-2.8774303517666016,EEF1G,EEF1G
PARK7~Q99497,1.513049618314266,12.386419139566105,2.870942966141677,0.007225154435802858,0.03347305847311566,-2.927357347860621,PARK7,PARK7
IGLC2~P0DOY2,-0.4266061161055319,23.40029632766549,-2.8649857957350164,0.0073335975779355665,0.03381211575596254,-2.9410594889159185,IGLC2,IGLC2
ARPC5~O15511,2.9324809031326566,8.703594721513632,2.8605460621227485,0.0074154101404204096,0.03402573361082858,-2.9512606094033322,ARPC5,ARPC5
IGLV2-18~A0A075B6J9,-0.9132476125978055,13.410191577672565,-2.8331657580236147,0.007939203735368147,0.036255697058181206,-3.0139676742274206,IGLV2-18,IGLV2-18
LIMCH1~Q9UPQ0,3.1456879883097093,9.3868680481058,2.830874901330201,0.007984566947882065,0.036290045985871565,-3.0191982126171744,LIMCH1,LIMCH1
SUMO3~A8MU27,3.1341833471439253,9.20926175799202,2.8125444917389117,0.008356393408279318,0.0378008550874522,-3.0609606656885897,SUMO3,SUMO3
EIF4G3~A0A0A0MSA7,-0.5591889892172794,19.941567191595674,-2.8012260795154504,0.00859402000173384,0.03869326376367489,-3.086667241286722,EIF4G3,EIF4G3
ARPC4-TTLL3~A0A0A6YYG9,3.328989338960752,9.426340958433567,2.7912788390993315,0.00880806759967232,0.03947166742096147,-3.1092085867734376,ARPC4-TTLL3,ARPC4-TTLL3
TXNDC17~I3L0K2,2.6101189697123317,9.343263763101868,2.77314505462599,0.00921116389012087,0.04108607521221356,-3.1501777457617868,TXNDC17,TXNDC17
LTF~E7EQB2,-0.38085707460359686,16.36648550326672,-2.770276847037887,0.009276479158718253,0.04118584959819817,-3.1566431021584327,LTF,LTF
IGKC~P01834,-0.40912357987717485,23.622437728495143,-2.758160770721396,0.009557192519654483,0.0420886559901481,-3.183909916142917,IGKC,IGKC
HSPA9~A0A3B3ITI4,2.6845529247492905,8.273225716907247,2.757718047120862,0.009567598546248472,0.0420886559901481,-3.184904881380255,HSPA9,HSPA9
IGHV3OR16-13~A0A075B7E8,-0.448890818700562,20.014164207479272,-2.749681339315595,0.00975834665092121,0.04273175542572347,-3.2029495244537083,IGHV3OR16-13,IGHV3OR16-13
ARHGDIB~P52566,1.621068237175466,12.093147094650766,2.7439968920353794,0.009895401567462379,0.04313495501452919,-3.215693366580183,ARHGDIB,ARHGDIB
ERP44~A0A8I5KTR3,1.9063217025900547,8.01750146811417,2.740487942948617,0.00998089842051086,0.04317644273330068,-3.223551989714311,ERP44,ERP44
G3BP1~A0A7I2V2V1,0.9199400734670622,10.94149064356447,2.7388061298954423,0.010022120252541008,0.04317644273330068,-3.2273163957301505,G3BP1,G3BP1
UBQLN1~Q9UMX0,2.6078031129065513,8.23485081098588,2.73743869828864,0.010055753469643026,0.04317644273330068,-3.2303760818322775,UBQLN1,UBQLN1
IGKV2-40~A0A087WW87,-0.6263424991996445,16.496450450345044,-2.735142631952673,0.01011246416650071,0.04317644273330068,-3.23551152906173,IGKV2-40,IGKV2-40
LUM~P51884,-0.3584726414413808,20.29274806445469,-2.734433837606264,0.010130030881118511,0.04317644273330068,-3.237096306927334,LUM,LUM
IGHV3-35~A0A0C4DH35,-0.6129378724145838,16.72800705373452,-2.7261554473861387,0.010337319669719234,0.043864998067525425,-3.2555871692154454,IGHV3-35,IGHV3-35
HGFAC~Q04756,-0.4443989955925254,16.065493766367446,-2.714124697262195,0.010645622161638378,0.04486264361199411,-3.2823980748368626,HGFAC,HGFAC
IGHG4~P01861,-0.8321186961414497,20.84579056656779,-2.713341433711368,0.010665988262288486,0.04486264361199411,-3.2841410733747876,IGHG4,IGHG4
LYVE1~Q9Y5Y7,-0.4377059032032058,16.128036237449045,-2.7052163400078455,0.010879404494695075,0.0455604755913213,-3.302203563018033,LYVE1,LYVE1
LDHB~A0A5F9ZHM4,0.7889547333670617,13.858543524372928,2.6932382593694046,0.011201282327015852,0.04670447718090523,-3.328770323659298,LDHB,LDHB
PSMB2~P49721,2.4034981853787265,9.133784435028609,2.6833820008662674,0.011472761544149465,0.047629343380256865,-3.3505760957523223,PSMB2,PSMB2
GANAB~Q14697,0.6014024820049482,11.659288710071047,2.677658961628038,0.011633189993809561,0.047990481000840635,-3.363214771961896,GANAB,GANAB
FBLN1~B1AHL2,2.921787902407446,8.659878910101167,2.6767155395686046,0.011659835321372124,0.047990481000840635,-3.365296595010826,FBLN1,FBLN1
MTPN~P58546,1.8346532215951887,7.848275865330197,2.6445951084538084,0.012601564325011324,0.051322830426012246,-3.4359010964691428,MTPN,MTPN
MYDGF~M0QXF7,2.592340088924984,8.227119298995092,2.643659678865382,0.01263001874925849,0.051322830426012246,-3.437949235611499,MYDGF,MYDGF
MYH1~P12882,0.9317267528574273,11.28672191225756,2.615461635831903,0.013516232070598329,0.054692263948117284,-3.4994733809063687,MYH1,MYH1
CDH1~P12830,-0.5555135256244927,12.738345646226609,-2.6129710728045756,0.013597210658754494,0.05478876059556958,-3.504887239474139,CDH1,CDH1
CFI~E7ETH0,0.7026118257872902,14.29845934078165,2.6052064691396035,0.01385256011052301,0.055333848217930026,-3.5217443611500108,CFI,CFI
RPL6~Q02878,2.451247945343881,8.236131639325551,2.6037184033611305,0.013902000708583415,0.055333848217930026,-3.5249713151487923,RPL6,RPL6
ANXA5~P08758,1.8565997218953356,11.94107366867092,2.603610669460804,0.013905586465611195,0.055333848217930026,-3.5252048962650027,ANXA5,ANXA5
PLG~P00747,-0.6368748132639936,18.974341985189252,-2.5752134347805855,0.014881122520042723,0.05897105990380566,-3.586556704068759,PLG,PLG
IGHV3-73~A0A0B4J1V6,2.5556443892147147,13.257286222639294,2.5723859730539322,0.01501474173795171,0.05925570916335675,-3.593793889671553,IGHV3-73,IGHV3-73
SET~A0A0C4DFV9,2.6683356585298466,8.265117083797524,2.565283273157603,0.015236900893635306,0.05988601621719778,-3.607907955047708,SET,SET
TUBA1C~F5H5D3,2.614263415235799,9.44760571527735,2.5580330177424715,0.01550159977948324,0.06067769056540582,-3.62346316157914,TUBA1C,TUBA1C
AMBP~P02760,-0.30726848156258413,20.753571124140592,-2.5553908502031693,0.0155991115450863,0.06081117061682017,-3.629124723802501,AMBP,AMBP
RBP4~P02753,-0.3276077378733362,19.721793091317693,-2.5408525343998725,0.016145846747659644,0.06268772077330202,-3.660208618951735,RBP4,RBP4
ANXA7~P20073,2.619402982750281,8.669252900497172,2.5359770993646373,0.0163331091058752,0.06315907916344482,-3.6706066150997154,ANXA7,ANXA7
YWHAB~P31946,1.413129402760509,12.285987239025987,2.5191003786210566,0.016996870941670395,0.06546184430948558,-3.70649866345876,YWHAB,YWHAB
PLXDC2~Q6UX71,-0.35540365760922477,13.305684212384062,-2.5150265098952316,0.017160768540369256,0.06582870812085646,-3.715138949484571,PLXDC2,PLXDC2
UBA1~P22314,2.7058711539532583,9.26431342210463,2.5116375812029457,0.017298215060658532,0.0660915866261814,-3.7223194963657487,UBA1,UBA1
DDX5~A0A0G2JLI4,2.669403940336408,8.44336772912818,2.5075792921937605,0.017464139367595402,0.06646075259334916,-3.7309098641838894,DDX5,DDX5
IGHV4-28~A0A0C4DH34,-0.6045645478686374,13.616728219873986,-2.5017092897993303,0.01770672277631728,0.06711757763829355,-3.7433188670655637,IGHV4-28,IGHV4-28
CCS~E9PP76,2.3508544500982476,8.106376479581725,2.492699520031595,0.018085081797765402,0.06828186395298039,-3.7623276270649524,CCS,CCS
MASP1~P48740,-0.2947578369920709,15.505064283675457,-2.4863007424818377,0.01835828225066868,0.06904153991525985,-3.7757999753366374,MASP1,MASP1
C2~F2Z3N2,0.4217851178052019,14.375857524629058,2.483496400580041,0.01847920398362577,0.0692248305480356,-3.781697109292793,C2,C2
DBH~P09172,-0.9690657180126419,15.832720408905896,-2.4726175709750584,0.018955233778525094,0.07073178674554695,-3.8045315910055333,DBH,DBH
EXTL2~Q9UBQ6,-0.5079900909166088,12.421119093053184,-2.467608447969399,0.019178174311440928,0.07128631459175136,-3.815023052120877,EXTL2,EXTL2
FUCA2~Q9BTY2,-1.113838631895657,12.454773824503526,-2.4578275205562443,0.01962042650462253,0.07260213878720467,-3.835467665164699,FUCA2,FUCA2
LGALS3~P17931,0.6905173068744013,11.878209811950388,2.4564472350520448,0.01968358298714621,0.07260213878720467,-3.8383484068863973,LGALS3,LGALS3
GC~D6RF35,-0.3717918702497087,21.970637862521908,-2.4512641929087287,0.019922402341701822,0.07309070048357301,-3.8491559884910473,GC,GC
HNRNPA2B1~A0A7I2V323,2.557693292008464,8.489746055800632,2.450270920291526,0.01996847083075717,0.07309070048357301,-3.851225381472982,HNRNPA2B1,HNRNPA2B1
IGLV3-19~P01714,-0.559262331825515,20.010910632886233,-2.4394356215046424,0.02047738072341363,0.0746684719154132,-3.87376286616831,IGLV3-19,IGLV3-19
CFHR4~Q92496,0.6655613910676603,13.234839308507125,2.4259769022357642,0.021125994450055214,0.07674177529395057,-3.901662647174479,CFHR4,CFHR4
NCAM1~A0A087WWD4,-0.31108409737863063,14.654474535116645,-2.414631792365123,0.021687249785779482,0.07848329262099064,-3.9250992198805084,NCAM1,NCAM1
PLIN3~O60664,2.4618302700989707,8.403558419482563,2.409308757208895,0.02195524334620373,0.07915442995868187,-3.936069588873561,PLIN3,PLIN3
C3~A0A8Q3SI05,-2.250322460172004,9.922522652253248,-2.4009236546466957,0.02238352520348707,0.08039625719155094,-3.953316984010244,C3,C3
IGLV1-36~A0A0B4J1U3,-0.7204366627883623,14.033802891704005,-2.3969090830085777,0.02259125685217579,0.08083960940759918,-3.961559976741907,IGLV1-36,IGLV1-36
LDHA~P00338,0.9602936178218417,12.988997251189533,2.392902824746298,0.022800306335446274,0.08128436347841256,-3.969776441027248,LDHA,LDHA
UMOD~P07911,-0.6356141624017564,12.704575076627343,-2.366937833590849,0.024198385486299597,0.0859490803013382,-4.022797983852726,UMOD,UMOD
IGLV2-8~P01709,-0.6790328736674205,18.137019165202897,-2.3596510359613334,0.02460449676108423,0.08705689908990215,-4.037605824079652,IGLV2-8,IGLV2-8
SAA4~P35542,0.35247250501881666,19.020581888750073,2.358098085386042,0.02469184207763648,0.08705689908990215,-4.040757541601671,SAA4,SAA4
CDH5~P33151,-0.42010020712054974,15.975161090269676,-2.355844925660717,0.024819070726954665,0.08718494075878946,-4.04532776656518,CDH5,CDH5
PSMB6~P28072,2.231903252752737,8.772988728658067,2.353883951603413,0.024930284286531164,0.08725599500285908,-4.0493028553980555,PSMB6,PSMB6
C1R~A0A3B3ISR2,-0.3466779219208611,18.917102618460145,-2.3494503633630366,0.02518339616815283,0.08782137063730387,-4.058281667319901,C1R,C1R
IGHA2~A0A0G2JMB2,-0.5206949847117386,24.871059073487036,-2.3393346936319506,0.025769638985752713,0.08940481871062231,-4.07872342366184,IGHA2,IGHA2
PGD~P52209,1.2900780704227266,10.515662044334128,2.338408726929177,0.025823915310575995,0.08940481871062231,-4.080591534322645,PGD,PGD
RPL9~A0A2R8Y5Y7,2.4665307686766083,8.164214638870904,2.325476320885089,0.02659285506089818,0.09159168960903304,-4.1066280357307114,RPL9,RPL9
DDB1~A0A7P0T870,2.204133469328406,8.033015989196803,2.3245852557471602,0.026646591658936618,0.09159168960903304,-4.108418259230724,DDB1,DDB1
BTD~P43251,-0.30765892434008535,17.21882620756287,-2.3208986092654613,0.026869964114774693,0.09173721742012511,-4.115819904206363,BTD,BTD
ANP32E~E9PLC4,2.4254604480302335,8.323909397369698,2.320337583127981,0.026904104533201224,0.09173721742012511,-4.116945545749656,ANP32E,ANP32E
UBE2V1~D6RG00,2.567552201127266,8.991015891002936,2.319159749434742,0.02697590752082928,0.09173721742012511,-4.119308124716888,UBE2V1,UBE2V1
A1BG~M0R009,-0.4040159618928989,22.32983068487261,-2.307110870521152,0.027720443079438183,0.09374121559728554,-4.143427946635143,A1BG,A1BG
RAD23A~A0A494C0B4,2.363986704044617,8.749343307457643,2.3057885819972475,0.02780327140423998,0.09374121559728554,-4.146069537502718,RAD23A,RAD23A
EIF3E~A0A161SXE1,1.8608193904487358,7.664717256207808,2.304909790391111,0.027858442591476937,0.09374121559728554,-4.147824543277654,EIF3E,EIF3E
FCN2~Q15485,-0.48313792887051576,14.538049712118733,-2.3024651679894097,0.02801243819632978,0.09392981898699392,-4.152704126480476,FCN2,FCN2
CAPZB~B1AK87,2.4322107428131616,8.677379199053247,2.2964924906204827,0.028391916225644243,0.09487054933934783,-4.164610436951403,CAPZB,CAPZB
UGP2~A0A087WYS1,1.2498653966664772,9.961168993976786,2.2933566108712853,0.02859300806903355,0.09521074561876103,-4.170852910259257,UGP2,UGP2
PSME1~Q06323,2.235217056652054,10.23645895496834,2.2875624111054127,0.028967950710724215,0.09612548350029246,-4.182371246358326,PSME1,PSME1
PLXNB1~O43157,-1.7267521270694495,9.22625341828105,-2.282427464924101,0.0293039319249243,0.09669390313882492,-4.192561711311619,PLXNB1,PLXNB1
KRT9~P35527,2.165201856956842,8.860071433073557,2.281865667633362,0.0293409028294036,0.09669390313882492,-4.193675625763531,KRT9,KRT9
PGLYRP2~Q96PD5,-0.66988238475344275,16.476179608422115,-2.274719153164509,0.029814884001051405,0.09791943067468595,-4.2078284395624745,PGLYRP2,PGLYRP2
CP~P00450,-0.2589673392513987,23.094816370739167,-2.2718505010038648,0.030007074357809027,0.09821428091856266,-4.213500541469774,CP,CP
LMAN2~Q12907,0.2719521010717507,13.626028474405135,2.2375640541760506,0.03239198067588198,0.10565955601418647,-4.280896136038146,LMAN2,LMAN2
IGKV3D-15~A0A087WSY6,-0.3899653498193807,19.019314041909425,-2.2316876895561633,0.03281739925358716,0.10668435892945793,-4.292372903145255,IGKV3D-15,IGKV3D-15
FUCA1~P04066,-1.9618884610169243,11.837422121149858,-2.2251778851377058,0.03329451986638531,0.107869745107647,-4.305061291146524,FUCA1,FUCA1
DPP4~A0A7I2V2R5,-0.37756779458325873,13.401599353571443,-2.220285519786257,0.033657176233980284,0.10838019309218379,-4.314579404367606,DPP4,DPP4
ARHGDIA~J3KTF8,2.40828093247322,9.218115880773517,2.218547500631792,0.033786859794027305,0.10838019309218379,-4.317957064864448,ARHGDIA,ARHGDIA
PSAP~P07602,0.44592464489663897,13.795817561003386,2.2181903575660864,0.033813563650772094,0.10838019309218379,-4.318650897488857,PSAP,PSAP
PGLS~O95336,2.5372519557986664,8.85334116637413,2.216981020314005,0.03390412714041203,0.10838019309218379,-4.320999710706687,PGLS,PGLS
IGKV2D-29~A0A075B6S2,-0.9614525277842318,17.497284723298552,-2.198468684585299,0.03531782284402344,0.11252422627049329,-4.356838458996176,IGKV2D-29,IGKV2D-29
SNAP23~H3BM38,2.126378211292793,7.994138360178999,2.1966460480568477,0.035459819529395906,0.11260253949897574,-4.360355109791207,SNAP23,SNAP23
IGKV1-37~A0A075B6S9,-1.0765065209291969,13.35082798137589,-2.1876489024476995,0.03616826457326034,0.11447315421041804,-4.3776831964495635,IGKV1-37,IGKV1-37
HEG1~A0A994J6K3,-0.3713286003686278,12.012414726437553,-2.183083759776482,0.03653254006188807,0.11524574315575875,-4.3864555124877675,HEG1,HEG1
ARPC2~O15144,2.1144381147778306,7.988168311921517,2.1797428806061454,0.03680119680366609,0.1157126155236583,-4.3928667750186765,ARPC2,ARPC2
IGLV2-23~P01705,-3.0176011849502675,14.36274896542359,-2.1675841030101988,0.03784306225987051,0.11859966244188176,-4.416650924184825,IGLV2-23,IGLV2-23
FGL1~Q08830,1.1771938515008227,11.596533903227442,2.1593951144667667,0.03847584221629465,0.12019000874731782,-4.431758658554315,FGL1,FGL1
SERPIND1~P05546,-0.31999150246105756,20.434300159463497,-2.1505252746757293,0.039226838913822386,0.12213811207258335,-4.448627760279836,SERPIND1,SERPIND1
F10~P00742,-0.26720691786703554,17.65752936501623,-2.148591833119559,0.03939226132997236,0.12225624147392716,-4.452298048580149,F10,F10
RAB1A~E7END7,2.2589207566382097,10.871298795110937,2.1461158575012917,0.03960500788202561,0.12252000825439537,-4.456994664744009,RAB1A,RAB1A
GLOD4~Q9HC38,2.343210515125074,9.243078033405945,2.1287997932115066,0.041121639524457444,0.1268027405271855,-4.489728529562221,GLOD4,GLOD4
RAB5B~F8VUA5,2.091009587421312,7.976454048243257,2.125866710794125,0.04138357824858519,0.12720144724485,-4.495253593783741,RAB5B,RAB5B
BCHE~P06276,-0.29571267582118566,18.099228648324647,-2.124201882548195,0.04153291320158035,0.12725259987321264,-4.498387111556095,BCHE,BCHE
IGLV3-25~P01717,-0.4410903961478283,20.940973113666363,-2.1121157388001115,0.04263144121696,0.13001263821509043,-4.521080466132698,IGLV3-25,IGLV3-25
H2BC11~P06899,2.1298697301134606,7.995884119589332,2.1101702966563067,0.04281065030437587,0.13001263821509043,-4.524724237627632,H2BC11,H2BC11
CSRP1~E9PND2,1.5573480954040448,9.95890853789638,2.10971783047525,0.04285242581928505,0.13001263821509043,-4.52557133643438,CSRP1,CSRP1
G6PD~E7EUI8,1.869997251124481,9.15699974276731,2.1083814431293164,0.04297602326817901,0.13001263821509043,-4.528072501005084,G6PD,G6PD
APOB~P04114,0.4880772317429063,19.3901052582679,2.1038407880185224,0.04339833263033447,0.13087736161160615,-4.536561847357515,APOB,APOB
GLO1~Q04760,1.8164985124679944,9.681029925970718,2.100657547569424,0.04369657964661496,0.1313636986868456,-4.54250513623391,GLO1,GLO1
APEH~C9JIF9,2.3415347806365183,9.226238081112692,2.0949284609877608,0.04423792494746349,0.13257553132692965,-4.55318461657641,APEH,APEH
HSPG2~P98160,-0.3116330579206217,12.493364888266145,-2.07611150382433,0.046057889817267134,0.1375997393606205,-4.588106181109884,HSPG2,HSPG2
CAPNS1~A0A0C4DGQ5,2.3833383471174425,10.2776031830653,2.061746311536959,0.047491429054111106,0.14144186479159176,-4.614605377037261,CAPNS1,CAPNS1
RSU1~Q15404,1.799742519111665,8.29177195766811,2.055632662788176,0.04811335311419764,0.14285048184679733,-4.625840726798044,RSU1,RSU1
PPL~K7EKI8,-1.2012547816489132,14.245653370316752,-2.049101569578152,0.04878565040911153,0.14417584575884704,-4.6378151813977695,PPL,PPL
GNAI2~P04899,1.6760499070178536,9.914431184561701,2.0483800421041485,0.04886042739481261,0.14417584575884704,-4.639136287684329,GNAI2,GNAI2
YWHAQ~P27348,2.2228430574845284,9.283248169177376,2.03523121770298,0.05024089260910854,0.14779452764458617,-4.6631493710004825,YWHAQ,YWHAQ
CNTN1~Q12860,-0.31461377380631994,12.67060810223139,-2.032368820652126,0.0505459091940545,0.14780518815808655,-4.668361163300999,CNTN1,CNTN1
SRGN~P10124,0.9993626998875342,13.596737807753593,2.0323046566527987,0.05055276508430906,0.14780518815808655,-4.668477927425675,SRGN,SRGN
IGKV1-16~P04430,-1.032257480782354,13.795553201063736,-2.027640390735314,0.051053330397014055,0.14881502690193457,-4.67695828455037,IGKV1-16,IGKV1-16
MRC1~P22897,-0.4483309437393803,11.497242706679604,-2.025221106527081,0.051314674441764005,0.14912355390803542,-4.681351035225453,MRC1,MRC1
PSMA2~A0A024RA52,2.122418698764365,8.12928445869695,2.02077613027178,0.05179790349721638,0.1500730799209381,-4.689411393640993,PSMA2,PSMA2
RPL15~A0A2R8YEM3,0.43969657678185037,11.614810320774678,2.0122714898885117,0.05273359740481653,0.15232385515427424,-4.704795467136744,RPL15,RPL15
IGHV2-70~P01814,-0.6287042765325186,15.01707757408535,-1.9989639928856406,0.054227405923909386,0.15616841525834566,-4.728767137098524,IGHV2-70,IGHV2-70
PGM1~A0A3B3ITK7,2.0658203083943922,8.500869040415015,1.9907197379718269,0.05517129360568196,0.1584109897240988,-4.743556422478749,PGM1,PGM1
TBCA~E5RHG6,1.9570104862415496,8.296763878121187,1.9822019981529975,0.05616152885722108,0.1607728542509702,-4.758786596798766,TBCA,TBCA
C18orf63~Q68DL7,-0.4041125833871906,15.205018680566416,-1.9787423644390545,0.05656813700876921,0.1614548910458621,-4.764958142308405,C18orf63,C18ORF63
PTPRG~P23470,-0.2864414367276016,13.217073403684212,-1.9728465016399421,0.05726698862899785,0.16296451660299388,-4.7754563127467895,PTPRG,PTPRG
IGLV6-57~P01721,-0.5849897678128819,14.015941612856723,-1.9565754832455104,0.05923478492513635,0.16806555841185136,-4.804301896431341,IGLV6-57,IGLV6-57
ANXA4~P09525,1.7738367790638723,10.248938669951821,1.941457646463781,0.061115535584390916,0.17240792329493337,-4.830935787832912,ANXA4,ANXA4
FCGR3B~A0A3B3ISU3,-1.975897154760565,10.953944400255978,-1.9413840941951295,0.06112481117859994,0.17240792329493337,-4.831064973270389,FCGR3B,FCGR3B
IGHV1-45~A0A0A0MS14,-0.5571337699730545,15.792193295416387,-1.931829452447303,0.06234016645882691,0.1753202921818622,-4.847813857748341,IGHV1-45,IGHV1-45
PON1~P27169,-0.28707405610557046,19.56972997346272,-1.9286020623327245,0.0627553969878698,0.1759720050039975,-4.8534566686871425,PON1,PON1
APOD~C9JF17,-0.2730115185785955,21.451921050221546,-1.9251944670216747,0.06319641019324856,0.17651063073743006,-4.8594064978530405,APOD,APOD
GSPT1~H3BR35,1.73606458934559,7.920394372696118,1.924277080366549,0.06331559642719077,0.17651063073743006,-4.8610068852820625,GSPT1,GSPT1
IGFBP2~P18065,-1.5758264558909563,7.692249773569539,-1.9209717990892592,0.06374663105827513,0.17719715705764016,-4.866767990013954,IGFBP2,IGFBP2
CCT5~B7ZAR1,2.003854072001638,8.318411838889974,1.913316931564447,0.06475464524963465,0.17947891559075035,-4.880080435010875,CCT5,CCT5
APOM~O95445,-0.24204378262956183,15.255334626600462,-1.911596672610683,0.06498306055289411,0.17959295409286874,-4.883066333675584,APOM,APOM
CAND1~Q86VP6,2.0211035323913915,8.586718133783847,1.9059149361186645,0.06574243314080157,0.18116952121272614,-4.892913190607166,CAND1,CAND1
LAMP1~P11279,-0.2848760527602945,13.877299384082734,-1.9024885031525112,0.06620407509469761,0.18127353240943814,-4.898840238058848,LAMP1,LAMP1
ADGRF5~Q8IZF2,-1.0850809609238112,10.344328744630877,-1.902236625072617,0.06623812065526657,0.18127353240943814,-4.89927560396902,ADGRF5,ADGRF5
CCT8~P50990,1.8922043601466667,8.113196144914552,1.9014300317312411,0.06634724700282876,0.18127353240943814,-4.900669476340647,CCT8,CCT8
ROBO4~Q8WZ75,-0.33137707503018987,13.310180013879819,-1.8993544442057766,0.06662877275302266,0.18152554849474073,-4.904254142551137,ROBO4,ROBO4
CTSC~A0A7I2V2Q8,0.7593676383658661,10.882929480752747,1.897226246361267,0.0669185038426206,0.18179842828632622,-4.907926448939415,CTSC,CTSC
GLRX~P35754,2.036984910037938,7.94944170955157,1.8899564722507722,0.06791641379799068,0.18398825093862448,-4.9204461575293905,GLRX,GLRX
VCAM1~P19320,-0.34673345140295986,14.72588193715252,-1.887784120046555,0.06821708624918078,0.18428221327595598,-4.924179888735191,VCAM1,VCAM1
