identifier,logFC,AveExpr,t_stat,P.Value,adj.P.Val,B,symbol
SORD~Q00796,0.3019752173346717,18.1255319073638,6.512331013503504,6.92154889638664e-8,3.855141769033954e-6,8.042987553002277,SORD
MTR~A0A7P0T9G7,0.31418372960985863,18.740394774596556,6.440460937928469,8.793230794939007e-8,4.786315398608846e-6,7.810701608891121,MTR
NPC1~K7EQ23,-2.151663555519562,14.920043715797338,-6.402536110817911,9.977310848983122e-8,5.310146551847684e-6,7.688106308628247,NPC1
COPS3~Q9UNS2,0.4821502698059401,15.678042985360621,6.363167068785444,1.1375648530855764e-7,5.918317613963023e-6,7.560833076568373,COPS3
CTSB~A0A7I2V668,0.36347413449657395,17.925685500199126,6.356937296891933,1.1614234983560003e-7,5.918317613963023e-6,7.540692765220899,CTSB
NDUFA10~O95299,0.4653919451249422,17.299019055540573,6.317771535823701,1.3233249247507916e-7,6.602839989121137e-6,7.414071947855214,NDUFA10
PSMC5~P62195,0.28637134519471275,16.99231284480013,6.310218141056082,1.3570547940635897e-7,6.63295149343326e-6,7.389652229208514,PSMC5
RPLP2~P05387,0.3984426409370627,17.236279379463184,6.295708386583085,1.4242805833227735e-7,6.751339751797627e-6,7.342743257534857,RPLP2
EPM2A~O95278,-0.4609115896875089,15.749472217576809,-6.292361955712171,1.4402520180314318e-7,6.751339751797627e-6,7.3319245667806525,EPM2A
PPA1~Q15181,0.44868831339085347,18.665313782602222,6.2870763836995485,1.465844121475894e-7,6.751339751797627e-6,7.314836890588016,PPA1
EIPR1~A8MUM1,0.35658792727277344,17.680552074036857,6.2793172240446475,1.5042393904726784e-7,6.783480801150942e-6,7.289752560514162,EIPR1
FAU~E9PR30,-0.6326672192326654,17.946879743833364,-6.274325677714824,1.5294695752073103e-7,6.783480801150942e-6,7.273615688447987,FAU
CALR~A0A7P0T861,0.45574424959291093,19.260335205817295,6.266639406374742,1.569150717262984e-7,6.832938123354267e-6,7.24876743284488,CALR
HSPA5~P11021,-0.3160675626104634,20.46400719471652,-6.236764416556523,1.7334093778855295e-7,7.199196222891006e-6,7.152190635072643,HSPA5
YBX1~P67809,0.42704699282149505,18.994308939214825,6.236338194455308,1.735873178034944e-7,7.199196222891006e-6,7.1508128340663655,YBX1
SLC39A14~Q15043-2,-0.6567295317004387,18.23000953756685,-6.235033311944743,1.7434379161907237e-7,7.199196222891006e-6,7.146594693919847,SLC39A14
TBL1XR1~A0A0D9SF63,0.45103427510180794,16.749280913005926,6.205498293123275,1.923760243402261e-7,7.663124971407195e-6,7.051124407879715,TBL1XR1
GALNT2~Q10471,0.31806355428517463,16.945412019055976,6.20131504021276,1.9507656098903782e-7,7.663124971407195e-6,7.0376029860130975,GALNT2
PAFAH1B3~Q15102,0.2434985300697292,18.52853866444073,6.2011594779326344,1.951777132592229e-7,7.663124971407195e-6,7.037100169745277,PAFAH1B3
MPST~P25325-2,0.35111631196410187,18.820814672946536,6.189110575206323,2.0317378793958256e-7,7.848406808311294e-6,6.998155945875795,MPST
ME1~P48163,0.2966197932428578,16.25989220097179,6.142499514960126,2.3731299506144336e-7,8.941126811938728e-6,6.847518824522592,ME1
None~F5H5P2,0.36940665711428267,17.21539026398142,6.136058934404762,2.4246084792610307e-7,8.941126811938728e-6,6.826706842621113,NONE
NDRG1~Q92597,0.36738452043344694,19.746572209008587,6.132503893802381,2.4534997698815327e-7,8.941126811938728e-6,6.8152194483,NDRG1
HMOX2~P30519,0.49800943500754435,15.708824376886593,6.131229139690087,2.463943088049921e-7,8.941126811938728e-6,6.811100391932045,HMOX2
RAD23B~P54727,-1.404678875044608,13.25397467999625,-6.113274004301404,2.6158463719575e-7,9.350674717668974e-6,6.753085887745681,RAD23B
MRPS33~C9JBY7,0.6738741913934057,14.893097800185295,6.08791670062528,2.846443162475545e-7,1.0025340256071956e-5,6.671165088769571,MRPS33
MYH10~A0A8I5KZ38,0.44294513015471004,16.043393478902686,6.080165379024862,2.9209054842808976e-7,1.0138505267902537e-5,6.64612592187079,MYH10
NDUFA4~O00483,-2.5840635541230768,13.908721295297163,-6.067904177520922,3.0426844976750073e-7,1.0410327674188061e-5,6.606521214086439,NDUFA4
QPRT~Q15274,-0.3532944505718234,20.592676530894874,-6.055080300229496,3.175480532156031e-7,1.0711656161286893e-5,6.565102811323897,QPRT
CHMP4B~Q9H444,-1.8425500781324118,14.344519301809854,-6.048922280828458,3.241290826868229e-7,1.0781793792151955e-5,6.545215152549052,CHMP4B
ERMP1~A0A8I5KXJ0,0.23862320847854335,16.612243733979987,6.029656034319304,3.4561134520007076e-7,1.1338892763755745e-5,6.483000085091581,ERMP1
GSTZ1~A0A0C4DFM0,0.35648611041238,17.95037604453027,6.008459574711271,3.708915980336906e-7,1.2003856449874176e-5,6.414563642724661,GSTZ1
ALDH1A1~P00352,-0.3558718688635025,21.25842150216484,-6.000535094350088,3.8080987865923115e-7,1.2160528791851447e-5,6.388981419867288,ALDH1A1
FUCA2~Q9BTY2,0.3178674133021957,18.266786780144898,5.983046638701597,4.036453241803781e-7,1.268315686029106e-5,6.332531032794971,FUCA2
DGLUCY~Q7Z3D6-3,0.26993690888717836,16.93319452426604,5.977842787280731,4.1070045151487304e-7,1.268315686029106e-5,6.315735555262489,DGLUCY
AGO1~A0A6I8PTZ8,0.4398444852293295,15.55849323969174,5.976119991196959,4.1306314618066916e-7,1.268315686029106e-5,6.310175407715337,AGO1
PEBP1~P30086,-0.3672364484134718,17.297776002492338,-5.954386185314084,4.4406075837157786e-7,1.3462348307594038e-5,6.240040241875673,PEBP1
TSEN15~A0A2R8YEM0,-1.4696536131996165,13.550752207724761,-5.94110061018427,4.641413776724267e-7,1.3830876278777528e-5,6.197175592171049,TSEN15
HSPB1~P04792,0.3951222581975351,18.11014318496057,5.938763375713721,4.6776658813402075e-7,1.3830876278777528e-5,6.189635377857141,HSPB1
CNDP2~Q96KP4,0.33460412914705984,18.204057646891663,5.914077538497419,5.078243125752671e-7,1.4751949553579446e-5,6.110008093946374,CNDP2
RRAS~P10301,2.153011677387399,13.430144220613753,5.912065266874381,5.112366651136091e-7,1.4751949553579446e-5,6.103518279039311,RRAS
C6orf120~Q7Z4R8,0.5114396591307191,15.653075072027102,5.905673398018303,5.22228264308356e-7,1.486315833507452e-5,6.0829047943693135,C6ORF120
AP2S1~M0R0N4,0.6813937869870408,17.91281177039971,5.902653809882223,5.275024878836468e-7,1.486315833507452e-5,6.073167322479329,AP2S1
CES2~O00748,0.4185515218807101,15.579371301421636,5.879795378215224,5.69190388874311e-7,1.585129048086017e-5,5.99946619718919,CES2
RETREG3~Q86VR2,-1.8193050204255616,14.312445476590804,-5.870642301559469,5.867902621542521e-7,1.6153593998384296e-5,5.969960588922713,RETREG3
MRPL21~Q7Z2W9,0.616281713904538,16.9598318858467,5.865933494117554,5.960548758717846e-7,1.6222175314919593e-5,5.954782812627145,MRPL21
EIF2AK1~Q9BQI3,-1.0737533290659584,13.063259212675545,-5.853646088739338,6.209230855594071e-7,1.6709109999042473e-5,5.915181735404386,EIF2AK1
ACSS1~Q9NUB1-4,1.9126245885381792,13.732193816891305,5.8416953783380565,6.461017090750615e-7,1.7110610429988414e-5,5.87667231355623,ACSS1
LTA4H~P09960,-0.27924300338197483,20.85321876008905,-5.839825781795326,6.501317532897478e-7,1.7110610429988414e-5,5.870648404776532,LTA4H
RPS15~K7EM56,0.3269108997993406,21.003240489479857,5.826570339924008,6.79432547308781e-7,1.768740163917968e-5,5.8279435842225515,RPS15
HSPH1~Q92598-2,0.22366824801838092,17.534454615426814,5.822104134969852,6.895985371011176e-7,1.7759016089862116e-5,5.813556774317019,HSPH1
PSAT1~Q9Y617,-0.3210265112742725,17.770869351953287,-5.813643618072295,7.092738588265224e-7,1.80713924669098e-5,5.786305897197411,PSAT1
HBQ1~P09105,-0.6350724414900597,16.086611361338846,-5.7923166477027905,7.613890325337949e-7,1.9080486055274568e-5,5.717628647220667,HBQ1
SDCBP~O00560,0.3433580880848677,15.631982467302578,5.790966921825614,7.648128022155985e-7,1.9080486055274568e-5,5.7132830289521115,SDCBP
DNPH1~O43598,0.5995805666807783,19.223006686514292,5.782975287104007,7.854013553678234e-7,1.9392126248514816e-5,5.687554858203877,DNPH1
DERA~G3V158,-1.9335163555086865,14.641330746786187,-5.778697195437811,7.966488452801101e-7,1.9469122290263913e-5,5.673783398027244,DERA
STAU2~E5RJN7,-1.33532790279593,13.992752052479856,-5.7549467539989,8.620730593330683e-7,2.0855201788916146e-5,5.597347033028249,STAU2
MAOB~P27338,-0.4104419051694421,20.786844058450278,-5.750987505525784,8.734884326446301e-7,2.092004796183889e-5,5.58460794025618,MAOB
H1-0~P07305,5.12437839369373,15.279739974710676,5.7645003339247465,8.924206916010825e-7,2.116185699390686e-5,5.570762575467595,H1-0
GDI1~P31150,-0.24993400030620094,17.90983047058599,-5.717340590280972,9.767800811986275e-7,2.2783896161451344e-5,5.476383326214568,GDI1
GOLIM4~O00461,0.5605719898416055,14.94515977539888,5.716395626363652,9.798502315780745e-7,2.2783896161451344e-5,5.473344825509334,GOLIM4
HSPA9~A0A7I2V2G2,0.25807671820716394,17.96655013827329,5.705726611928835,1.0151873341781743e-6,2.3378592936122377e-5,5.439042685639534,HSPA9
MRPL39~Q9NYK5-2,-0.39499182423313073,16.448570120749462,-5.69759398018209,1.0429734281182568e-6,2.3789727241364048e-5,5.41289997239003,MRPL39
MRPL3~H0Y9G6,0.3820193334785458,16.29319363912184,5.686133925224782,1.0834179600467668e-6,2.44791133425661e-5,5.376068071287226,MRPL3
B2M~P61769,1.1216847425302774,14.487704380758172,5.657163061519952,1.1927594250481281e-6,2.645964432265371e-5,5.282994920233679,B2M
TPT1~Q5W0H4,0.27370724389519907,18.74976683610741,5.657059396831112,1.1931697648628812e-6,2.645964432265371e-5,5.282661980728309,TPT1
MRPL40~Q9NQ50,2.244897702816953,13.434073189399633,5.647207028298694,1.2328168959087798e-6,2.7088040969738783e-5,5.251022442804207,MRPL40
SKIC2~A0A8V8TN04,0.3537899476544961,15.918820245446051,5.637125025554429,1.2747455317180452e-6,2.7754686804224714e-5,5.218652259379049,SKIC2
ADI1~Q9BV57,0.5161243375349613,16.79704645335702,5.624767172526508,1.328079120994551e-6,2.861824766778615e-5,5.178984570550026,ADI1
None~E5RI56,0.7625822328314111,12.37481341324775,5.622453954893447,1.3383063627524212e-6,2.861824766778615e-5,5.171560516793661,NONE
KARS1~Q15046,0.48869279934997323,16.474848115504944,5.6053151404204975,1.4165618969173242e-6,3.0023590647053023e-5,5.116566943295969,KARS1
RO60~P10155-3,0.2791908419100686,18.63585776524266,5.594584061233787,1.4678602258728607e-6,3.08379407102237e-5,5.08214475742431,RO60
HMGCS1~Q01581,-0.44884269609964633,21.42272169226823,-5.570929941156419,1.5875534586354128e-6,3.3062526377667944e-5,5.006299365160186,HMGCS1
ALDH2~P05091,-0.33044495730707624,19.272120957494437,-5.560425676053024,1.6437724908083542e-6,3.393823375418973e-5,4.972631741553017,ALDH2
SLC25A1~P53007,-0.39452309534139474,17.787230817723124,-5.5459874754781735,1.724290000562458e-6,3.5296363686727234e-5,4.92636931977131,SLC25A1
CAVIN2~O95810,0.4781355525780313,15.66520238693211,5.534479807162705,1.791263228565388e-6,3.635657146113648e-5,4.8895086455565435,CAVIN2
PGM1~P36871,-0.2915933248800755,20.699966867497626,-5.5267822735244225,1.8374990514621927e-6,3.698159855673909e-5,4.864858322143667,PGM1
PDIA5~Q14554,0.5696630274816972,15.251807289211282,5.5234465769667915,1.8579017997082249e-6,3.708062341917665e-5,4.854177698541556,PDIA5
RFC3~P40938,1.2658626271995193,12.591685740294746,5.518366021369514,1.8894104418238657e-6,3.7397834778249246e-5,4.837911936499096,RFC3
IGF2R~P11717,0.7175535014692986,14.997068464878586,5.491856633243321,2.06263680792314e-6,4.049192749980262e-5,4.753075199084733,IGF2R
ABCC2~Q92887,0.5471277017946186,14.770400449220116,5.484101131870355,2.1162365358564416e-6,4.120639433639169e-5,4.728266940978231,ABCC2
STX12~B1AJQ6,1.9013967745488074,13.317921664129178,5.460516214674934,2.287887700361142e-6,4.41894438900398e-5,4.6528559371818,STX12
RPS14~P62263,-0.3478603381111327,21.578493370054552,-5.430950828560894,2.5227203020110955e-6,4.7376986451472626e-5,4.55839346772163,RPS14
CDS2~O95674,1.0419694584836137,14.770171112823245,5.430055998903834,2.5301891385919364e-6,4.7376986451472626e-5,4.555535710231125,CDS2
COX6B1~P14854,-1.75330304633089,14.859035962717794,-5.430011105845176,2.530564423512088e-6,4.7376986451472626e-5,4.555392340248633,COX6B1
SLC2A2~P11168,0.33558084999236826,18.104180049161002,5.429833733947648,2.5320477101413344e-6,4.7376986451472626e-5,4.554825889132661,SLC2A2
AADAT~Q8N5Z0-2,-1.630687735838471,14.714110822784178,-5.42417610610547,2.5798157668337088e-6,4.7896579547028935e-5,4.536759355263146,AADAT
MTDH~Q86UE4,0.5982803118763584,15.007201551419021,5.416888089423009,2.64267042210045e-6,4.8686120468696746e-5,4.513490935752064,MTDH
L3HYPDH~Q96EM0,-2.0409298798919036,13.55956393329141,-5.413849798121676,2.6693207621890803e-6,4.8801704011014107e-5,4.503792084356028,L3HYPDH
ARF1~A0A8V8TNZ5,-0.48792420421168714,17.755044050114392,-5.401975914856448,2.776056207776969e-6,5.0368595588074556e-5,4.465896684604709,ARF1
PSMC6~A0A087X2I1,0.31772522632012823,17.303598456411663,5.395618779512718,2.8349316877563234e-6,5.105008565546161e-5,4.445613542125504,PSMC6
ELP1~O95163,0.26920114111036497,16.939063230866402,5.3778801484794725,3.0058507113577904e-6,5.372397353508887e-5,4.3890374625596325,ELP1
AKR1D1~P51857,0.3102037643429476,18.194011414185407,5.365403013666545,3.132162386088483e-6,5.556688084949568e-5,4.349261340902786,AKR1D1
RHBDD1~Q8TEB9,-1.4980378256981055,13.55279190375308,-5.294690632596866,3.954125803632336e-6,6.963331838014297e-5,4.124141733650556,RHBDD1
HSD17B2~P37059,-0.21367852391246345,18.508103997240376,-5.288463877042543,4.036019652525524e-6,7.005988666653666e-5,4.1043440935334905,HSD17B2
PRXL2A~Q9BRX8-2,-0.3588098932819257,17.712465507720605,-5.288401115186651,4.036853594982071e-6,7.005988666653666e-5,4.1041445674700485,PRXL2A
SCLY~A0A0A0MQU4,0.8323220849158002,12.413549931738828,5.256751743068686,4.479917358495126e-6,7.718994297550954e-5,4.003584740147368,SCLY
HDHD3~Q9BSH5,0.42862488999722004,16.142688747648144,5.244500791291116,4.664075999654498e-6,7.945193566168335e-5,3.9646905394258924,HDHD3
ATP6V1E1~P36543,0.5429800943598728,16.64595355885444,5.243623614231782,4.6775461078485815e-6,7.945193566168335e-5,3.961906358389414,ATP6V1E1
MRPL46~Q9H2W6,-2.05490980884648,14.25689923465922,-5.227427733871818,4.933296129006945e-6,8.320594527444813e-5,3.9105165616699677,MRPL46
PSMD13~J3KNQ3,0.32348447545636816,17.16361581673899,5.219922967589768,5.056455755937676e-6,8.468679395434078e-5,3.886714406478192,PSMD13
SLC25A10~Q9UBX3,0.32980935461520033,16.745546828838997,5.2140019315635895,5.1557707481207446e-6,8.575049265103598e-5,3.8679400048854555,SLC25A10
EBP~Q15125,0.3785646566600711,19.15526331667725,5.20394749722318,5.328862314721818e-6,8.801810512937071e-5,3.836069193470718,EBP
PRKDC~P78527,0.33448224091864454,15.287712351618536,5.1979532755464195,5.434781660964205e-6,8.914753800749669e-5,3.817074441665583,PRKDC
MRPL13~Q9BYD1,0.7829023026792719,15.72228804642559,5.1958919213884025,5.471686048894368e-6,8.914753800749669e-5,3.810543355968254,MRPL13
NT5DC2~Q9H857-3,1.0977446691565103,12.700247940000189,5.191605338385556,5.5492252906446855e-6,8.979996331820285e-5,3.796963657436822,NT5DC2
CUL2~Q13617-2,0.5435647500196961,14.996238335487956,5.189507199531395,5.58757389030051e-6,8.981368769979678e-5,3.7903176816562025,CUL2
PGM3~O95394-4,0.2616338264045517,17.858983760204744,5.175331297405,5.853640087062773e-6,9.283430436502191e-5,3.745429129247637,PGM3
SET~A0A8I5KS71,0.35131799798455177,19.055090186041088,5.173911214689191,5.880975105602833e-6,9.283430436502191e-5,3.740933776039495,SET
TANGO2~Q6ICL3-3,0.26883266839291764,18.937746959328837,5.173351665697124,5.8917804857967974e-6,9.283430436502191e-5,3.7391625618007778,TANGO2
PHPT1~Q9NRX4,0.2099674974608341,21.617101387028253,5.1459345843802335,6.446015558210574e-6,9.936007898637367e-5,3.6524247522408944,PHPT1
RPS4X~P62701,-0.31801540988537624,20.978452903145385,-5.145908725530468,6.44656192186754e-6,9.936007898637367e-5,3.652342989991518,RPS4X
FAM98B~Q52LJ0,-0.9213930220747955,15.431256782922011,-5.144800444132352,6.470021593934897e-6,9.936007898637367e-5,3.6488388334460558,FAM98B
LMAN1~P49257,0.3449209098852677,19.05282625851278,5.144712431253101,6.471888234603045e-6,9.936007898637367e-5,3.6485605618044277,LMAN1
FCER1G~P30273,1.8300661195864727,12.998388425103572,5.137531736970831,6.625991264996446e-6,1.0107801961571012e-4,3.625860672564923,FCER1G
NUDT16L1~K7EIN2,1.2566169777537883,12.920691851057281,5.126919835898581,6.860403414652592e-6,1.0399155808919594e-4,3.5923263676544925,NUDT16L1
CRYM~Q14894,-0.47888878454300254,18.86967572938879,-5.120598263764006,7.0039257017142766e-6,1.0549938399752008e-4,3.5723569011313403,CRYM
CUL1~A0A590UJ56,1.6955308819435952,12.968685205580991,5.116698328959625,7.093946015439611e-6,1.0618750441861168e-4,3.560039910902341,CUL1
HECTD1~A0A8I5KU01,1.1836399086092353,15.531369873508492,5.112527491114892,7.191486663400095e-6,1.0653659550531583e-4,3.546869605094634,HECTD1
RPL39P5~Q59GN2,-4.48450363460527,16.317039328894023,-5.127946097196949,7.206233182405497e-6,1.0653659550531583e-4,3.551582876072902,RPL39P5
EIF3I~Q13347,-0.49381704862470777,15.900028839296883,-5.108153246851471,7.295210125591382e-6,1.0719035736681817e-4,3.5330595266572447,EIF3I
NASP~P49321,0.2729795056285411,18.576876540528204,5.095768818954157,7.596969639803436e-6,1.109435505324953e-4,3.4939743479032,NASP
GNG12~Q9UBI6,-0.5630370636372888,16.677690535252694,-5.091452711329028,7.7050116200177e-6,1.1183941109055996e-4,3.480357680867985,GNG12
SDHB~P21912,0.2985297238891711,19.142963426452443,5.083699117935943,7.90293318581135e-6,1.1402123481938664e-4,3.4559027359109242,SDHB
BCAT1~P54687-4,-0.6397843520699489,16.191730476691006,-5.073248595370696,8.177675604319937e-6,1.1727864115177394e-4,3.4229548905368015,BCAT1
POLR2B~P30876,0.41559408786093854,16.915015193089932,5.063586035357136,8.440097427785365e-6,1.2032162702110685e-4,3.3925049569607166,POLR2B
MRPL58~Q14197,1.8474145847733805,13.216632040786717,5.061064136383333,8.509948255267927e-6,1.2059956255246559e-4,3.3845597933899727,MRPL58
LLGL1~Q15334,1.4811280933627806,17.39505892574962,5.063929865554785,8.695740061307845e-6,1.2250763204018993e-4,3.3677639288052577,LLGL1
VIL1~P09327,0.2284032253690107,18.189042947623438,5.045921215345466,8.941556257384431e-6,1.252340774060568e-4,3.3368716210292364,VIL1
RPL32~F8W727,-0.45925394885034265,21.66434237404372,-5.035275220515954,9.257878366283362e-6,1.287628335672323e-4,3.3033650076116787,RPL32
EPB41L2~A0A994J5B1,0.2788631636144778,16.879406021446805,5.033850833254062,9.301031401724922e-6,1.287628335672323e-4,3.298883222070528,EPB41L2
SNAP23~O00161,0.34489644195499736,15.071669643766356,5.016344648540325,9.847915476952323e-6,1.3555033084655638e-4,3.2438249785743833,SNAP23
PSMA2~A0A024RA52,0.22569335096602927,17.094976898740768,4.999583355960809,1.0401266118835353e-5,1.4234875631206098e-4,3.1911521945044727,PSMA2
MCM5~B1AHB1,0.37070015886978247,15.626723165216298,4.981959402786164,1.1016240184519713e-5,1.4990849569275404e-4,3.135814306195292,MCM5
TBC1D13~Q9NVG8,0.38746219716479047,15.867177032780088,4.975932505856812,1.1234678947744842e-5,1.512232326137604e-4,3.1169012216762875,TBC1D13
PCYOX1~Q9UHG3,0.3288196514164632,16.31606930795028,4.9741802760318246,1.1298985707335646e-5,1.512232326137604e-4,3.11140357876016,PCYOX1
STT3A~P46977,0.3269933592602996,17.467005763394738,4.974090800884812,1.1302279180736163e-5,1.512232326137604e-4,3.111122862127192,STT3A
NCEH1~A0A0A0MTJ9,0.5749920959977342,15.142730897610036,4.960160852643468,1.1826760301921171e-5,1.5675782557604648e-4,3.0674346541224695,NCEH1
COX6A1~P12074,-0.48181657474719586,21.125357000046595,-4.959639918039014,1.1846833582156332e-5,1.5675782557604648e-4,3.0658014460165335,COX6A1
APOE~P02649,0.5363846091062427,16.41325149261201,4.956448505336964,1.1970545482551146e-5,1.5752448588302195e-4,3.055796819584219,APOE
ELOC~E5RHG8,0.3792610979828126,17.233414676785845,4.953079027858949,1.21025445089805e-5,1.583912245847448e-4,3.0452357262957284,ELOC
FADS1~A0A0A0MR51,0.4625384654491196,15.111845353009038,4.938241335368734,1.270111742870953e-5,1.6532161000956157e-4,2.9987507472202504,FADS1
RUVBL1~Q9Y265,0.23622881253441363,17.102820255141012,4.9351843671870625,1.2828023653129678e-5,1.6561808858779682e-4,2.9891779426817573,RUVBL1
BCAP31~P51572,0.295263033538987,18.804712281958867,4.93336683613007,1.2904068751862212e-5,1.6561808858779682e-4,2.983487109771704,BCAP31
