symbol,t_stat
ARPC1A,5.677180768757729
LIPC,5.6755852141403125
PGGT1B,5.671538444304848
PAQR9,5.665297706655693
FXR1,5.650788768086516
PCMT1,5.644788832972076
ATP2B1;ATP2B2,5.6377012881475
CDS2,5.634830957544991
DYSF,5.632393859891408
COPS5,5.61958296645328
ATP6V0A1,5.611017730279145
DLST,5.574371223529784
NME1-NME2;NME2;NME1,5.569443065136466
ALDOA,5.569235053119246
DDX54,5.555780114252662
PRODH2,5.548717398924042
ABCE1,5.537893000456653
EIF2B4,5.499576112092566
PRPS2,5.498255235803053
FAM120A;C9ORF129,5.493252708094819
CALU,5.482801527029734
ITGB3,5.4559150224648345
SFT2D3,5.445206259766228
ARPC1B,5.44489689992726
NUP37,5.439980759181889
KPNA2,5.418691423290194
RAB2B,5.416968229109799
NIPSNAP1,5.415758139673328
HACD3,5.395735907707759
HAL,5.3886203685558645
SMG8,5.387140108023323
SRBD1,5.371242094243454
CYP4A11,5.341791184562415
PSMD11,5.335078653990425
RDX;MSN,5.327010086220641
TOMM70A,5.326940200292069
AP1M1,5.326840222851414
ZW10,5.3167055082599255
ARPC2,5.31575812503095
GATM,5.315497961204447
NOP2,5.297712675372577
ANKRD28,5.294113366217163
SEPSECS,5.289131754410041
CALR,5.286776680693942
HSPA6;HSPA7,5.265394251330819
CASC4,5.258822526543296
A2M;PZP,5.253300865661412
DNAJA1,5.25147311797934
IDH3B,5.245331191405925
SNRPD2,5.241775386634257
GSTK1,5.236536989981987
ATP2B2,5.229438423879532
HNRNPC;HNRNPCL1;HNRNPCL2;HNRNPCL4;HNRNPCL3,5.22322071603473
ACOX3,5.21924533263222
UBR4,5.219017663599235
COX4I1,5.202782133028571
ATP6V1B2,5.191710251760536
TRMT61A,5.191620451903493
RAP2C;RAP2A,5.1913617813115724
GOLIM4,5.190901973293353
PSMC4,5.185624018979424
C2ORF43;LDAH;FLJ21820,5.183466325103414
MRPS34,5.173486983483979
AP2S1,5.1717702190489465
EIF3M,5.160605109534838
PRPF39,5.154332993198477
C9ORF64,5.139062420643363
AAMP,5.130683736788983
NMT2,5.130235133969288
PTGR1,5.123629328671087
APOOL,5.114182709198972
G3BP1,5.11382359639449
PABPC1;PABPC3,5.112488632770346
FDPS,5.099764784246178
MYO1D,5.098267714662533
DYNLL2,5.097269398552574
IVNS1ABP,5.087966427723914
HCCS,5.086498670828131
CPT2,5.0835843386264
TUBA1B;TUBA1C;TUBA1A;TUBA4A;TUBAL3,5.074121122927088
RPSA,5.059699982974901
CSNK2B,5.0582273524640335
TRMT6,5.053735730376898
CPB2,5.053042853313199
ME1,5.040758756689064
RPS27A;UBC;UBB;UBA52,5.038875093899749
DDX6,5.035294945767223
PSMC1,5.021144429514887
IDH3A,5.018015347130896
STRN,5.0150469640585795
CAMK1,5.008959667640556
UGT2B4,5.003269582983358
GSTA1;GSTA3;GSTA2,5.001976109283677
RDH14,4.987201057158568
SFXN5,4.983689092924263
ASGR1,4.980003278422894
ATAD3A;ATAD3B,4.979597807065069
MRPL40,4.959507538119442
FLVCR2,4.950703121529186
A1CF;RBM47;RBM46,4.944144802948527
TPM3,4.942865093405295
SEC31A,4.942352497195523
PSMD13,4.940384194955337
DNAJA4,4.934633557564073
VTN,4.932442768293476
CYP20A1,4.92774522778421
FAM175B,4.903750808549175
ACTA2;ACTG2;ACTC1;ACTA1,4.902714250844399
JAGN1,4.898145103203849
RRP8,4.897421930657663
SAR1B;SAR1A,4.892266534926617
MRPL57,4.891055403545535
MRPS30,4.882829697653077
DUS3L,4.882770184722047
BCKDHA,4.882113236854994
SSBP1,4.874973143950529
HNRNPA2B1;HNRPA2B1,4.8494647212051465
AASS,4.838675637330654
PDXP,4.835158000124987
DIS3L2,4.8346633238554695
ATP6V0D1,4.826499810776209
ATP5A1,4.824898050013099
PHPT1,4.8221194111749215
HNRNPU,4.818361563773717
C1ORF50,4.776827871012351
MYL4,4.773459933431387
RFC3,4.763974962436521
MAGED2,4.7464960450980165
TUBB8,4.745642975379978
LYN,4.742775011861628
NDUFA11,4.736816900407503
LONP1,4.735440322506639
ACSL3,4.731696150240179
HM13,4.716643724121947
ALDH1A1,4.715632080061648
DCAKD,4.7117725907661
MARCKS,4.711309820548856
USP9X,4.70509631459919
USP24,4.690893708589107
ASPH,4.689244382710256
CYP3A7;CYP3A4,4.6810477351562
VDAC2,4.654782166188496
PQLC1,4.64542308079054
VCL,4.64493893614015
PRKACA;KIN27,4.644259528779168
H2AFV;H2AFZ,4.63640484500778
COL4A3BP,4.626406815786464
CLU,4.619393247156228
SDHAF2,4.612098882974078
HAAO,4.608002035599864
EMC7,4.60734154546027
UFL1,4.6061756274328385
CSNK2A2,4.604572548488104
CES2,4.60108943324694
TSNAX;DISC1,4.597227331034801
ERGIC2,4.593705379430022
PPP1CA,4.590335025355717
LARP7,4.589049763809177
DNPH1,4.58664740124078
ADA,4.582669096387194
CUL1,4.580076471034949
TIMMDC1,4.579927752925528
MRPL21,4.575309302674595
TBXAS1,4.570790896195512
GSN,4.569964379455202
LYAR,4.564537035922462
AHSA1,4.56418896426523
AS3MT,4.557536001515358
BOLA2,4.532894434810864
TSNAX;DISC1;TRAX,4.524445592778314
TM9SF2,4.514117409413995
ACP1,4.503860997179191
SFPQ,4.4975332431658686
DCAF7,4.493963447632232
ECHDC3,4.493928488749873
ACSL1,4.491183890067056
COPB1,4.489516441947689
COL14A1,4.485247902516177
NDUFA10,4.481085991005537
ATP6V1D,4.480643647532842
PROS1,4.464768173517775
IGF2BP3;IGF2BP2,4.454000889381279
DOLPP1,4.446581993601174
ANXA11,4.441367197733348
NONO,4.435939360661092
PSMG4,4.435479175054609
NAT1,4.42706627974491
DCPS,4.413545420636778
CSTF1,4.406928745813015
ACBD3,4.40430784995155
DDX39A,4.400537184921542
HSD17B11,4.398699346114876
RPL28,4.398257390511801
SF3B3,4.396316212358674
CNPY2,4.395479754022031
GPX7,4.389204706308817
SLIRP,4.385196291836253
FOCAD,4.362312036605075
MAT2A;MAT1A,4.35525658160863
LETM1,4.352539385794287
GMPR2,4.3474044447033275
ATG3,4.340936634427862
FXR2;FMR1,4.335129263436752
HBS1L,4.332959615221588
RPS15,4.3329310531037075
GLUL,4.330166763048677
TRAM1,4.328424378786809
SDSL,4.320022944703541
HMGB1;HMGB2,4.312788868371227
MARC2,4.301998799733534
GOLGB1,4.296346636598938
ABCA1,4.268678833955628
PDCD6,4.262220477017174
PBXIP1,4.261099147634943
GFPT1,4.248622288177883
PABPC1,4.2478098917586475
ATPIF1,4.245701636059502
AGXT2,4.240441450630164
HABP2,4.239431099466223
DHTKD1,4.236925997213048
SERPIND1,4.226760694310954
HDAC10,4.222348676366329
PARK7,4.217276287001852
GPC3,4.216951428718019
ATP1B2,4.21470592843701
YWHAE,4.200361512339088
HIST1H4A,4.19738157735924
ASB9,4.193876278957836
TRMT10C,4.182805046896508
LYPLA1,4.181760668817955
MRPS22,4.178372780685984
ARL3,4.174338746817512
ABCF2,4.17062789587854
UGP2,4.165259739901021
SLC16A10,4.1652184152448815
PF4,4.1566918783645335
TMX2,4.152459257052408
PGRMC1,4.150747091414416
MRPL35,4.144211221317333
SLC25A12,4.143079833134437
LRRC59,4.1385246117304
FCGRT,4.133767080601428
PPP1CA;PPP1CC,4.129656623417895
NPTN,4.123126175243302
LLGL1,4.108703473923183
LNP;KIAA1715,4.101912019739952
PLAA,4.093584792940864
CLIC4,4.082660934948556
ATP1A1;ATP1A3;ATP1A2,4.07886879104648
PRMT1,4.077512298919547
PRKAR1A,4.074256607683154
HLA-B,4.071012680913437
NOP10,4.0624934683389045
KRT6A;KRT6C,4.057673945339732
HP;HPR,4.050264356931905
RPL12,4.037334667946406
ACBD3;PLEKHA3;MAP4K4,4.034035609862099
PON1,4.031938651789998
SULT1A1,4.0312554567174725
OS9,4.014607536137758
HNRNPR,4.011073010061461
KLKB1,3.9986921494168866
TIMM10,3.993406326201215
SERPINA5,3.9917689637617704
NT5DC2,3.9885386548138144
MAP2K2;MAP2K1,3.9808984724175627
CPPED1,3.970127008559818
PGAM1;PGAM2;PGAM4,3.9666520561337024
ECHS1,3.9634941489223636
RIC8A,3.943177152620937
ALG9,3.925244254810309
TFR2,3.918729840622023
UBE2V1,3.9146818707763176
ERMAP,3.9143030840788664
CAMK2D,3.9136229199575343
TUBA1B;TUBA1A;TUBA1C,3.90400267503912
HNRNPH1;HNRNPF;HNRNPH2,3.900301609047823
TKFC;DAK,3.8987454073428
VPS4B,3.8979187306300838
USP47,3.895287935884831
CMBL,3.8944781529986914
TMEM126A,3.883737814204915
TUBA1B;TUBA4A;TUBA1A;TUBA1C,3.8789196096723413
GALM,3.876523206212643
DECR2,3.875384026822074
FMOD,3.8701319721553715
HBG1,3.8695726105790507
AP2A1;AP2A2,3.8630365841619914
DDC,3.855788284303893
HLA-A,3.8540388578328035
HSP90AB1;HSP90AB3P,3.852274934655764
GPD2,3.848299722947151
PRKAB2,3.8455376225182003
TANGO2,3.8454007214429855
EWSR1,3.8336655846785366
XYLB,3.8298684298128554
ADH5,3.8281742730217214
CNDP2,3.8271134852845385
CLGN,3.8257968363450066
C8G,3.8221913595713426
SEC61A1,3.820846003077507
DHRS3,3.8204751265516705
FUCA2,3.8124515739475426
SNCA,3.812101414404481
MAGT1,3.7856777356286027
PBDC1,3.7798778188095237
POLR2B,3.775074126994561
NDUFS7,3.774721073515558
RCN1,3.773768777394623
ACTR1B;ACTR1A,3.7737480008230966
TOP1,3.769810967521184
YWHAB;SFN;YWHAG;YWHAQ;YWHAZ;YWHAH;YWHAE,3.7563446008187733
PES1,3.7513096008063433
NCAPD2,3.74767086959831
ERICH5,3.7404639161222235
PWP1,3.736202599662211
ITGA6,3.7334871805487935
DCTN1,3.729706771817557
NUDT16L1;NUDT16,3.727404066950487
CYP19A1,3.721499805426296
ATP11C,3.718176749489845
NUDCD1,3.7130487640457663
ATP5I,3.703255726976043
NDUFA8,3.700379701113881
ERAP2,3.6961886250626734
SSB,3.694548217325198
EMC2,3.6924971615169455
MYL6,3.6880900942155224
NPM1,3.6847832969425607
APOBEC3F,3.682615362743857
UNC93A,3.678818049773981
AGFG1,3.676222285136819
STRN3,3.668984347360495
SULT1C2,3.6685085900478214
PPA1,3.6631922922594895
SULT1A4;SULT1A3;SULT1A1,3.6556453198284324
HSPA1B;HSPA1A;HSPA6;HSPA7,3.643785045028846
GNPDA1;GNPDA2,3.6372683673646202
C17ORF62,3.631420666063169
CYP8B1,3.6299417416350432
DFFA,3.6292284654990805
SULT1A4;SULT1A3,3.6288519540555013
PDHX,3.6283876113692903
RAB18,3.6281457095523364
EIF5B,3.6217299635369273
DPYS,3.61955997213758
KRT5,3.6163604720280325
CUL2,3.615779045991888
EMC1,3.6154502863678504
SLFN14,3.5929618489748134
MTOR,3.5919533956468825
PARP1,3.591625949085229
CLCC1,3.5842662116497013
ARL6IP4,3.5840754548788465
CYB5B,3.5828941744247578
PTRHD1,3.581382560298204
SYNJ2BP-COX16;SYNJ2BP,3.5764927536637465
NDUFA7,3.575304593635368
NCEH1,3.5718965152691715
ECE1,3.5666343381809953
PTBP1,3.5542558330868705
FAHD2A;FAHD2B,3.5464355856652623
ARFRP1,3.544627692249613
LAMTOR5,3.5438680097524324
KRT23,3.543314853478829
KRT2,3.5399945136388014
POSTN,3.539079732198772
ACSS2,3.5379964942130724
SERPINB6,3.5379547875865565
MRPL42,3.53373318457038
CALD1,3.52439509634022
LNPEP,3.514164339812036
GSTCD,3.5065051245564645
STAB2,3.5031382803312665
BRE,3.499874538853719
ATP6V1G1,3.499548992184702
P4HA1,3.4980270359243932
EIF3H,3.496844657017874
ME2,3.485094190963789
NDUFB11,3.4814643998103216
PYGB,3.4814524372305655
HSPE1,3.4799239288009427
DHX57,3.4757465077516194
DNAJA2,3.4740693635969735
USP9X;USP9Y,3.471949779106181
VTI1A,3.463493521059066
SCAMP2,3.4578575747438087
BRI3BP,3.4548365515757293
NMRAL1,3.447165591015003
NPM3,3.4348219751457503
ZFP57,3.432710030914562
OGT,3.4320876251782173
TFAM,3.424767978068234
C2ORF72,3.4247452341362763
CD109,3.4225084655665023
PSG1,3.4040873151253668
SLC12A6,3.3975276089334066
PABPC1;PABPC3;PABPC4,3.395661985807038
BZW1,3.390325742120794
DCXR,3.3858920828719854
HSD17B7,3.3850022467065712
DMBT1,3.37280258421792
C8A,3.3713661075605756
ATP6V0A2,3.3664601539537466
TUBG1,3.3632009008361945
TLCD1,3.362596395786179
ABHD16A,3.3586267590013903
AGPS,3.357248632697502
HMGB2,3.3567150785823703
FMO5,3.345114503759194
ERP44,3.3447289431058422
ALG6,3.343632221750046
HTRA2,3.338331159411998
RHOT1,3.336156861099411
MRPS33,3.335213238345592
EMD,3.334946202529084
SAMM50,3.332189379814553
STIP1,3.330486352137755
TUBA1B;TUBA4A,3.3287349245307687
CCT6A;CCT6B,3.3282345848983215
IGSF1,3.326962185520757
ADH1B,3.3268726990795403
MCFD2,3.324964431897958
SLC9B2,3.3158937065964578
LSG1,3.306665005207275
HIST1H2BN;HIST1H2BL;HIST1H2BM;HIST1H2BH;HIST2H2BF;HIST1H2BC;HIST1H2BD;H2BFS;HIST1H2BK,3.3050164059706506
SLC27A5,3.3047361189104443
PCK1,3.3000986826953684
COLEC11,3.2944334841983696
SLC2A1,3.2912533643707422
MAK16,3.289444674363033
HDAC2,3.2875683371887376
CERS4,3.282733103209239
BGN,3.2800939528431234
MTHFR,3.2789445039297966
C14ORF1,3.278807852674732
COPS7A,3.274326100716354
LRRC8A,3.2727968366974394
EIF3B,3.2602452147993093
FN3K,3.243253571100658
CUBN,3.236690508317107
TUBA1B;TUBA4A;TUBA1C,3.229302675559267
GSTM1;GSTM4,3.22820718597298
GCN1L1,3.2268728854165523
PSMD7,3.2267340308495718
PRPS1,3.2208429363609423
UQCRQ,3.2207433752882557
ACTB;ACTA2;ACTG2;ACTG1;ACTC1;ACTA1,3.2166029845537483
SEC61A1;SEC61A2,3.2020257190043857
APOBEC3F;APOBEC3D;BK150C2.9;APOBEC3C,3.197247961524016
COX7C,3.1824268958944133
ATP2A2;ATP2A1;ATP2A3,3.1794064897347094
DGAT1,3.174963799670717
IFRD2,3.160228910892166
TRIM58,3.1594820001900925
MAP2K3,3.1574202404951173
NACA;NACAP1,3.15726907275687
B2M,3.156394160795139
TAF15,3.1532350335573036
DYNLT1,3.1477237559343667
WDR61,3.138790064352591
AMY2A;AMY2B,3.1352527263526997
NAA10,3.128987374379355
TMA16,3.124546728770403
VWF,3.1237854797896176
MBOAT2,3.120122634404962
H1F0,3.1139218181074937
EBNA1BP2,3.1091389177583997
RFESD,3.106786110917035
MPO,3.104041844562563
SORD,3.1001660389081933
RPL7L1,3.0997539607348865
TUBB3;TUBB;TUBB4B;TUBB2A,3.0957201402684613
SEC11A,3.0930113365242744
KEL,3.0906912774131126
SLC22A9,3.07182972823852
CS,3.0669392718830633
ADAR,3.0596561661414245
MAPK1,3.0578558284134
MCCC1,3.056466206960881
ERLIN1;ERLIN2,3.0498925832744797
NUCB1,3.049538741375507
XPO5,3.0454607648598295
BCL2L13,3.0381724065272615
LYPLAL1,3.029305546240305
SULT1A4;SULT1A3;SULT1A2,3.0269470072946714
COX7A2,3.026356683195296
MAGOHB;MAGOH,3.0182884847061766
ALDH1A1;ALDH2,3.014407385994729
PPP2R2A,2.988343547139574
LPHN2;ADGRL2,2.986067301001469
MT2A;MT1G;MT1A;MT1H;MT1X,2.9808327963351844
GNAI3,2.979139610366335
NACA,2.9774948504417447
CYP4F3;CYP4F2,2.977027864422602
WIBG,2.975934425200126
NDUFA2,2.975537338924867
DYNC1I1,2.975047847984875
UBA3,2.972604489175343
ORMDL1;ORMDL2,2.972555252117869
H2AFY;H2AFY2,2.966168950187153
SMC2,2.965790898280471
EXOSC4,2.964402639545877
LUM,2.9629678607231846
TARDBP;TDP43,2.9600466799271126
PUS10,2.958595770699737
GNB1;GNB2;GNB4,2.950750502481368
SC5D,2.9495579442242996
RBBP4,2.9493767509497264
DDX17;DDX5,2.9434823178674288
SAR1A,2.94121722371888
ITPR2;ITPR1;ITPR3,2.9392063657592953
ATP2C1,2.9309147188546243
SDC2,2.929388659948576
XPOT,2.9255095006024807
SUGT1,2.920929390453537
SPTLC2,2.9204763738613875
CYP2J2,2.9197295093105624
PPP4R2,2.9173137296639657
PSMB4,2.9063365121728895
RPL13A;RPL13AP3;RPL13A,2.892195284137512
CAST,2.888411300576074
ANP32E,2.8750073607630404
RAP2B,2.871450701001925
UBE2R2,2.8636895725357743
EIF4B,2.8553799868703154
SAR1B,2.852513524376513
COL6A3,2.849673649458841
CLCA1,2.846970725937554
POLR2H,2.8140904167723475
ADSS;ADSSL1,2.8111145658035044
SCLY,2.8074822731107374
GMPPB,2.804048234145402
MSN,2.8009734403346904
SLCO1B3,2.8008552984432984
OXSR1,2.798228575841588
HLA-C,2.7879295872204453
RMDN2,2.78310789040985
UBE2K,2.778845167663273
GAS2,2.7781350380545304
UBA5,2.772774194189224
FADS1,2.7674234979893217
ACTA2;ACTC1;ACTA1,2.767121283030548
EIF2AK2,2.7647815238245568
SDF4,2.7621949974590883
ARFGEF1;ARFGEF2,2.747732138356805
BHMT2,2.7380832053351294
CHID1,2.734405695013513
MIF,2.7278781617461703
HNRNPUL2,2.7269436841783565
AIG1,2.72677610565564
MOCS2,2.7233508517412406
CCAR1,2.7177385885392225
ACY1,2.7159695071391714
YBX1,2.7029115517341293
ELMOD2,2.701730158149592
MIA3,2.701706431728386
AGO1,2.697912633465113
PCBP1,2.6952210873588087
PMVK,2.6926508542673977
CD99,2.6873711204643858
RSU1,2.686735107130846
ELOVL5,2.6832625899692375
APCS,2.680794380815893
SLC38A4,2.6725382293145885
TIMM9,2.6714610244260872
TM9SF4,2.66929104835004
ACOT8,2.658940693604911
CYB561D2,2.6562181038880737
NMT1,2.6549190019322393
ALG12,2.654692219958873
BCKDK,2.6527380559512075
FKBP3,2.6505474290972226
TTN,2.6412144373404662
CRAT,2.6406768074933464
CAPNS1,2.636339764695678
TUBB3;TUBB4A;TUBB;TUBB4B;TUBB2A,2.624546067152398
SELT,2.6238038033259987
NDUFA1,2.623070506397963
RILP,2.6224032648772506
PEX11A,2.6183956465710243
SERPINA6,2.613659475202702
KRT6A;KRT6C;KRT4;KRT2;KRT76,2.6050275607479025
SYVN1,2.603920363368772
ITIH4,2.6018877585388607
SPTLC1,2.59257447540764
RPS27L,2.582286684859925
AFG3L2,2.5727891923123933
MYL1;MYL3,2.5678449561494796
HSPA1B;HSPA1A;HSPA8,2.5623127559052103
EBP,2.5474364462576244
MYL1;MYL4,2.5419074186383037
MRPL17,2.532790281637249
SSR3,2.5300228744616633
VAPA,2.5297363565428634
DUSP9,2.528419876847822
CSTB,2.527928714238294
HNRNPUL1,2.5177994724034223
RAB1B,2.508279989960695
CHCHD3,2.507724039794007
CROT,2.4990368074190283
RAB2A;RAB2B,2.498389923616722
STX4,2.497304873806793
CKAP5,2.482549375640471
PRDX4,2.4757113334875167
DNAJC13,2.4749330405979997
GNAS;GNAL,2.4691019166340777
SNRPN;SNRPB,2.458373752221532
EIF5A,2.457681947618872
HP,2.4570159803479
ZMPSTE24,2.4555236070986486
DNAJC25,2.4543062531802904
NDUFB6,2.453890465329943
VTI1B,2.453811886018656
PDXDC1,2.449173446408621
ATP6V1E1;ATP6V1E2,2.4483392602615552
TPM1;TPM2;TPM2B,2.444465496277171
PSMA2,2.426962932806051
NOP16,2.421075713189795
SLC11A2,2.4193792461672396
SRSF7,2.4114720561189955
NCL,2.4097653828401264
CTR9,2.406516239337476
TAPT1,2.40562163623295
GMPPA,2.4000375261632105
SPATS2L;DKFZP564A2416,2.3856293041593433
C5ORF51,2.385554814182363
PRKAG1,2.378110830401235
EEF1E1;EEF1E1-BLOC1S5,2.3737296055347534
PPP2R4;DKFZP781M17165,2.365400635888517
TBCA,2.35496830942104
PLS3,2.352171854358991
HNRNPH3,2.349069774872849
SLC35A3,2.3464185164422444
MUC5AC,2.3378895771603507
TMEM43,2.3330307962219097
NARS,2.3260978599493005
KPNA4,2.3240915149715806
DDX39B;DDX39A,2.321534711919321
ACAD8,2.3198175249873847
TMEM181,2.3164343423592992
FDXR,2.3155449561371797
WFS1,2.3118437347169856
KRT14;KRT16;KRT17,2.3082255609801763
MYO5B,2.305920900981754
TMCO1,2.294963905213841
HSP90AA1;HSP90AA5P,2.281199269494304
SCARB2,2.2792644428538056
DNAH12,2.2723616936796303
VDAC3,2.269336189707105
UPB1;DKFZP779O1248,2.2598163188573053
HOOK1,2.2543775701214974
IGFALS,2.2523142105433136
ACTN2;ACTN1;ACTN4,2.2508835407598533
MYL12A;MYL12B;MYL9,2.2489098929294165
NDUFV3,2.241631330489209
ORMDL3,2.2405510230843473
ZNF622,2.2387578628554348
IPO7,2.2242213432524185
SRP9;DKFZP564M2223,2.2136123253026527
CDIPT,2.2134082307841263
DHCR7,2.20935828476486
ACTA1,2.2091631521047557
SPCS1,2.2091229197576805
NAP1L4,2.205186129088705
UQCRFS1,2.2046362632713827
TUBB4A;TUBB6,2.202810154514506
ARL2;ARL2-SNX15,2.201670388710261
SDPR,2.191511855465839
SRP14,2.183596604036951
MBNL1,2.183115609080752
NEMF,2.181344282992876
ARHGEF2,2.181265020618486
CDKN2AIP,2.178397465046379
PRKAG1;PRKAG2,2.1783369813874898
